en	phntc	id	ati
manure	mə@njuə	3518	@-en@y-o
manuscript	mænjuskript	3519	@-e@y-u@s-@k-@rw-ei@p-@t-
maple	meipl	3520	@-ei@p-@l-
mar	mɑ:	3521	@-a
marble	mɑ:bl	3522	@-a@b-@l-
mare	meəri	3523	@-e@-a@rw-ei
margarine	mɑ:dʒə@ri:n	3524	@-a@d-@r-a@rw-
margin	mɑ:dʒin	3525	@-a@d-@r-
marginal	mɑ:dʒinəl	3526	@-a@d-@r-@-a@l-
marine	mə@ri:n	3527	@-a@rw-
marionette	mæriə@net	3528	@-e@rw-@-e@t-
marital	mæritl	3529	@-e@rw-ei@t-@l-
maritime	mæritaim	3530	@-e@rw-ei@t-ai@-
marked	ma:kt	3531	@-@-@k-@t-
maroon	mə@ru:n	3532	@-a@rw-
marred	mɑrd	3533	@-@-@d-
marsh	mɑ:ʃ	3534	@-a@sh-
marshal	mɑ:ʃəl	3535	@-a@sh-a@l-
marsupial	mɑ:@sju:pjəl	3536	@-a@s-@y-u@p-@y-a@l-
martial	mɑ:ʃəl	3537	@-a@sh-a@l-
martyr	mɑ:tə	3538	@-a@t-a
marvel	mɑ:vəl	3539	@-a@v-a@l-
mash	mæʃ	3540	@-e@sh-
mask	mɑ:sk	3541	@-a@s-@k-
mason	meisn	3542	@-ei@s-
masquerade	mæskə@reid	3543	@-e@s-@k-a@rw-ei@d-
massacre	mæsəkə	3544	@-e@s-a@k-a
massive	mæsiv	3545	@-e@s-ei@v-
mast	mɑ:st	3546	@-a@s-@t-
masticate	mæstikeit	3547	@-e@s-@t-ei@k-ei@t-
mate	meit	3548	@-ei@t-
materialize	mə@tiəriəlaiz	3549	@-a@t-ei@rw-ei@l-ai@z-
maternal	mə@tə:nl	3550	@-a@t-@l-
matrix	meitriks	3551	@-ei@t-@rw-ei@k-@s-
mattress	mætris	3552	@-e@t-@rw-ei@s-
mature	mə@tjuə	3553	@-a@t-@y-o
maturity	mə@tjuəriti	3554	@-a@t-@y-o@rw-ei@t-ei
maudlin	mɔ:dlin	3555	@-eo@d-@l-
maul	mɔ:l	3556	@-eo@l-
mauve	məuv	3557	@-eu@v-
maven	meivin	3558	@-ei@v-
maverick	mævərik	3559	@-e@v-a@rw-ei@k-
mawkish	mɔ:kiʃ	3560	@-eo@k-ei@sh-
maximize	mæksmaiz	3561	@-e@k-@s-@-ai@z-
maze	meiz	3562	@-ei@z-
meager	mi:ɡə(r)	3563	@-ei@-a@-@-
mean	mi:n	3564	@-
meander	mi@ændə	3565	@-ei@-e@d-a
measly	mi:zli	3566	@-ei@z-@l-ei
measured	meʒəd	3567	@-e@r-a@d-
mechanical	mi@kænikl	3568	@-ei@k-e@-ei@k-@l-
mechanics	mi@kæniks	3569	@-ei@k-e@-ei@k-@s-
mechanism	mekənizəm	3570	@-e@k-en@-ei@z-a@-
medal	medl	3571	@-e@d-@l-
meddle	medl	3572	@-e@d-@l-
meddlesome	medlsəm	3573	@-e@d-@l-@s-a@-
mediate	mi:diit	3574	@-ei@d-@t-
medieval	medi@i:vəl	3575	@-e@d-ei@-ei@v-a@l-
mediocre	mi:di@əukə	3576	@-ei@d-ei@-eu@k-a
mediocrity	mi:di@ɔkriti	3577	@-ei@d-ei@-eo@k-@rw-ei@t-ei
meditate	mediteit	3578	@-e@d-ei@t-ei@t-
meditation	medi@teiʃən	3579	@-e@d-ei@t-ei@sh-en
meditative	meditətiv	3580	@-e@d-ei@t-a@t-ei@v-
medium	mi:djəm	3581	@-ei@d-@y-a@-
medley	medli	3582	@-e@d-@l-ei
meek	mi:k	3583	@-ei@k-
meet	mi:t	3584	@-ei@t-
melancholy	melənkəli	3585	@-e@l-en@k-a@l-ei
meld	meld	3586	@-e@l-@d-
mellifluous	me@lifluəs	3587	@-e@l-ei@f-@l-o@s-
melodrama	melədrɑ:mə	3588	@-e@l-a@d-@rw-a@-a
melody	melədi	3589	@-e@l-a@d-ei
melon	melən	3590	@-e@l-en
membrane	membrein	3591	@-e@-@b-@rw-
memoir	memwɑ:	3592	@-e@-@v-a
memorial	mi@mɔ:riəl	3593	@-ei@-eo@rw-ei@l-
menace	menəs	3594	@-@-a@s-
mend	mend	3595	@-@d-
mendacious	men@deiʃəs	3596	@-@d-ei@sh-a@s-
mendacity	men@dæsiti	3597	@-@d-e@s-ei@t-ei
mendicant	mendikənt	3598	@-@d-ei@k-en@t-
menthol	menθɔl	3599	@-@s-eo@l-
mentor	mentɔ:	3600	@-@t-eo
mercantile	mə:kəntail	3601	@-a@k-en@t-ai@l-
mercenary	mə:sinəri	3602	@-a@s-@-a@rw-ei
mercurial	mə:@kjuəriəl	3603	@-a@k-@y-o@rw-ei@l-
meretricious	meri@triʃəs	3604	@-e@rw-ei@t-@rw-ei@sh-a@s-
merit	merit	3605	@-e@rw-ei@t-
merited	meritid	3606	@-e@rw-ei@t-ei@d-
meritorious	meri@tɔ:riəs	3607	@-e@rw-ei@t-eo@rw-ei@s-
mesa	meisə	3608	@-ei@s-a
mesh	meʃ	3609	@-e@sh-
metabolism	me@tæbəlizəm	3610	@-e@t-e@b-a@l-ei@z-a@-
metamorphose	metə@mɔ:fəuz	3611	@-e@t-a@-eo@f-eu@z-
metaphor	metəfə	3612	@-e@t-a@f-a
metaphysical	metə@fizikəl	3613	@-e@t-a@f-ei@z-ei@k-a@l-
metaphysics	metə@fiziks	3614	@-e@t-a@f-ei@z-ei@k-@s-
mete	mi:t	3615	@-ei@t-
meteoric	mi:ti@ɔrik	3616	@-ei@t-ei@-eo@rw-ei@k-
meteorology	mi:tjə@rɔlədʒi	3617	@-ei@t-@y-a@rw-eo@l-a@d-@r-ei
methodical	mi@θɔdik(ə)l	3618	@-ei@s-eo@d-ei@k-@-a@-@l-
meticulous	mi@tikjuləs	3619	@-ei@t-ei@k-@y-u@l-a@s-
metrical	metrik(ə)l	3620	@-e@t-@rw-ei@k-@-a@-@l-
metropolis	mi@trɔpəlis	3621	@-ei@t-@rw-eo@p-a@l-ei@s-
metropolitan	metrə@pɔlit(ə)n	3622	@-e@t-@rw-a@p-eo@l-ei@t-@-a@-
mettle	met(ə)l	3623	@-e@t-@-a@-@l-
mettlesome	met(ə)lsəm	3624	@-e@t-@-a@-@l-@s-a@-
microbe	maikrəub	3625	@-ai@k-@rw-eu@b-
microorganism	maikrəu@ɔ:ɡəniz(ə)m	3626	@-ai@k-@rw-eu@-eo@-en@-ei@z-@-a@-@-
microscope	maikrəskəup	3627	@-ai@k-@rw-a@s-@k-eu@p-
microscopic	maikrə@skɔpik	3628	@-ai@k-@rw-a@s-@k-eo@p-ei@k-
miff	mif	3629	@-ei@f-
mighty	maiti	3630	@-ai@t-ei
migratory	maiɡrətəri	3631	@-ai@-@rw-a@t-a@rw-ei
milestone	mailstəun	3632	@-ai@l-@s-@t-
militia	mi@liʃə	3633	@-ei@l-ei@sh-a
milk	milk	3634	@-ei@l-@k-
mill	mil	3635	@-ei@l-
mime	maim	3636	@-ai@-
mimic	mimik	3637	@-ei@-ei@k-
minaret	minəret	3638	@-@-a@rw-e@t-
minatory	minətəri	3639	@-@-a@t-a@rw-ei
mince	mins	3640	@-@s-
mingle	miŋɡl	3641	@-ei@ng-@-@l-
miniature	minjətʃə	3642	@-@y-a@t-@sh-a
minimize	minimaiz	3643	@-@-ei@-ai@z-
minion	minjən	3644	@-@y-en
minnow	minəu	3645	@-@-eu
mint	mint	3646	@-@t-
minuet	minju@et	3647	@-@y-u@-e@t-
minuscule	mi@nʌskju:l	3648	@-@-a@s-@k-@y-u@l-
minutes	mai@nju:t	3649	@-@y-u@t-
minutia	mai@nju:ʃiə	3650	@-@y-u@sh-ei
miracle	mirəkl	3651	@-ei@rw-a@k-@l-
mirage	mirɑ:ʒ	3652	@-ei@rw-a@r-
mire	maiə	3653	@-ai@-a
mirth	mə:θ	3654	@-a@s-
misanthrope	misənθrəup	3655	@-ei@s-en@s-@rw-eu@p-
mischievous	mistʃivəs	3656	@-ei@s-@t-@sh-ei@v-a@s-
miscreant	miskriənt	3657	@-ei@s-@k-@rw-@t-
miser	maizə	3658	@-ai@z-a
miserly	maizəli	3659	@-ai@z-a@l-ei
misgiving	mis@ɡiviŋ	3660	@-ei@s-@-ei@v-ei@ng-
misinform	misin@fɔ:m	3661	@-ei@s-@f-eo@-
misnomer	mis@nəumə	3662	@-ei@s-eu@-a
misperceive	mispə@si:v	3663	@-ei@s-@p-a@s-ei@v-
misrepresent	mis@repri@zent	3664	@-ei@s-@rw-e@p-@rw-ei@z-@t-
misrepresentation	mis@reprizen@teiʃən	3665	@-ei@s-@rw-e@p-@rw-ei@z-@t-ei@sh-en
misshapen	mis@ʃeipən	3666	@-ei@s-@sh-ei@p-en
missile	misail	3667	@-ei@s-ai@l-
mite	mait	3668	@-ai@t-
mitigate	mitiɡeit	3669	@-ei@t-ei@-ei@t-
mitten	mitn	3670	@-ei@t-
mnemonics	ni:@mɔniks	3671	@n-ei@-@-ei@k-@s-
moan	məun	3672	@-
moat	məut	3673	@-eu@t-
mobile	məubail	3674	@-eu@b-ai@l-
mobility	məu@biliti	3675	@-eu@b-ei@l-ei@t-ei
mock	mɔk	3676	@-eo@k-
mode	məud	3677	@-eu@d-
modest	mɔdist	3678	@-eo@d-ei@s-@t-
modicum	mɔdikəm	3679	@-eo@d-ei@k-a@-
modify	mɔdifai	3680	@-eo@d-ei@f-ai
modish	məudiʃ	3681	@-eu@d-ei@sh-
modulate	mɔdjuleit	3682	@-eo@d-@y-u@l-ei@t-
mogul	məuɡl	3683	@-eu@-@l-
molar	məulə	3684	@-eu@l-a
mold	məuld	3685	@-eu@l-@d-
molding	məuldiŋ	3686	@-eu@l-@d-ei@ng-
moldy	məuldi	3687	@-eu@l-@d-ei
molecule	mɔlikju:l	3688	@-eo@l-ei@k-@y-u@l-
mollify	mɔlifai	3689	@-eo@l-ei@f-ai
mollycoddle	mɔlikɔdl	3690	@-eo@l-ei@k-eo@d-@l-
molt	məult	3691	@-eu@l-@t-
molten	məultən	3692	@-eu@l-@t-en
moment	məumənt	3693	@-eu@-en@t-
momentous	məu@mentəs	3694	@-eu@-@t-a@s-
momentum	məu@mentəm	3695	@-eu@-@t-a@-
monarch	mɔnək	3696	@-@-a@k-
monarchy	mɔnəki	3697	@-@-a@k-ei
monetary	mʌnitəri	3698	@-@-ei@t-a@rw-ei
mongrel	mʌŋɡrəl	3699	@-a@ng-@-@rw-a@l-
monochromatic	mɔnəukrəu@mætik	3700	@-@-eu@k-@rw-eu@-e@t-ei@k-
monochrome	mɔnəukrəum	3701	@-@-eu@k-@rw-eu@-
monocle	mɔnɔkl	3702	@-@-eo@k-@l-
monogamy	mɔ@nɔɡəmi	3703	@-@-eo@-a@-ei
monolithic	mɔnə@liθik	3704	@-@-a@l-ei@s-ei@k-
monologue	mɔnəlɔɡ	3705	@-@-a@l-eo@-
monomania	mɔnəu@meinjə	3706	@-@-eu@-@y-a
monopoly	mə@nɔpəli	3707	@-en@-eo@p-a@l-ei
monotonous	mə@nɔtənəs	3708	@-en@-eo@t-en@-a@s-
monotony	mə@nɔtəni	3709	@-en@-eo@t-en@-ei
monsoon	mɔn@su:n	3710	@-@s-
montage	mɔn@tɑ:ʒ	3711	@-@t-a@r-
monumental	mɔnju@mentl	3712	@-@y-u@-@t-@l-
morale	mɔ@rɑ:l	3713	@-eo@rw-a@l-
moralistic	mɔrə@listik	3714	@-eo@rw-a@l-ei@s-@t-ei@k-
moratorium	mɔrə@tɔ:riəm	3715	@-eo@rw-a@t-eo@rw-ei@-
morbid	mɔ:bid	3716	@-eo@b-ei@d-
mordant	mɔ:dənt	3717	@-eo@d-en@t-
mores	mɔ:ri:z	3718	@-eo@rw-ei@z-
moribund	mɔ(:)ribʌnd	3719	@-eo@-@-@-@rw-ei@b-@d-
morose	mə@rəus	3720	@-a@rw-eu@s-
morsel	mɔ:səl	3721	@-eo@s-a@l-
mortality	mɔ:@tæliti	3722	@-eo@t-e@l-ei@t-ei
mortar	mɔ:tə	3723	@-eo@t-a
mortgage	mɔ:ɡidʒ	3724	@-eo@-ei@d-@r-
mortification	mɔ:tifi@keiʃən	3725	@-eo@t-ei@f-ei@k-ei@sh-en
mortify	mɔ:tifai	3726	@-eo@t-ei@f-ai
mortuary	mɔ:tjuəri	3727	@-eo@t-@y-o@rw-ei
mosaic	mɔ@zeiik	3728	@-eo@z-ei@-ei@k-
mosque	mɔsk	3729	@-eo@s-@k-
mosquito	məs@ki:təu	3730	@-a@s-@k-ei@t-eu
mote	məut	3731	@-eu@t-
motif	məu@ti:f	3732	@-eu@t-ei@f-
motility	məu@tiliti	3733	@-eu@t-ei@l-ei@t-ei
motley	mɔtli	3734	@-eo@t-@l-ei
mottled	mɔtld	3735	@-eo@t-@l-@d-
motto	mɔtəu	3736	@-eo@t-eu
mountainous	mauntinəs	3737	@-@t-@-a@s-
mourn	mɔ:n	3738	@-
mournful	mɔ:nful	3739	@-@f-u@l-
movement	mu:vmənt	3740	@-u@v-@-en@t-
muffle	mʌfl	3741	@-a@f-@l-
muffled	mʌfld	3742	@-a@f-@l-@d-
muffler	mʌflə	3743	@-a@f-@l-a
mulish	mju:liʃ	3744	@-@y-u@l-ei@sh-
multiple	mʌltipl	3745	@-a@l-@t-ei@p-@l-
multiplicity	mʌlti@plisiti	3746	@-a@l-@t-ei@p-@l-ei@s-ei@t-ei
multiply	mʌltipli	3747	@-a@l-@t-ei@p-@l-ei
mumble	mʌmbl	3748	@-a@-@b-@l-
mundane	mʌndein	3749	@-@d-
municipality	mju:@nisi@pæliti	3750	@-@y-@-ei@s-ei@p-e@l-ei@t-ei
munificence	mju:@nifisəns	3751	@-@y-@-ei@f-ei@s-en@s-
munition	mju:@niʃən	3752	@-@y-@-ei@sh-en
mural	mjuərəl	3753	@-@y-o@rw-a@l-
murky	mə:ki	3754	@-a@k-ei
murmur	mə:mə	3755	@-a@-a
muscle	mʌsl	3756	@-a@s-@l-
muscular	mʌskjulə	3757	@-a@s-@k-@y-u@l-a
muse	mju:z	3758	@-@y-u@z-
mushroom	mʌʃrum	3759	@-a@sh-@rw-u@-
musicologist	mju:zik@kɔlədʒist	3760	@-@y-u@z-ei@k-@k-eo@l-a@d-@r-ei@s-@t-
musket	mʌskit	3761	@-a@s-@k-ei@t-
muster	mʌstə	3762	@-a@s-@t-a
mutate	mju:@teit	3763	@-@y-u@t-ei@t-
mute	mju:t	3764	@-@y-u@t-
muted	mju:tid	3765	@-@y-u@t-ei@d-
mutineer	mju:ti@niə	3766	@-@y-u@t-@-ei
mutter	mʌtə	3767	@-a@t-a
myopia	mai@əupiə	3768	@-ai@-eu@p-ei
myopic	mai@ɔpik	3769	@-ai@-eo@p-ei@k-
myriad	miriəd	3770	@-ei@rw-ei@d-
mystic	mistik	3771	@-ei@s-@t-ei@k-
nadir	neidiə	3772	@n-ei@d-ei
nag	næɡ	3773	@n-e@-
naive	nɑ:@i:v	3774	@n-a@-ei@v-
narcissism	nɑ: sisizəm	3775	@n-a@-@s-ei@s-ei@z-a@-
narcissist	nɑ:sisist	3776	@n-a@s-ei@s-ei@s-@t-
narcotic	nɑ:@kɔtik	3777	@n-a@k-eo@t-ei@k-
narrative	nerətiv	3778	@n-e@rw-a@t-ei@v-
nascent	næsnt	3779	@n-e@s-@t-
natal	neitəl	3780	@n-ei@t-a@l-
natty	næti	3781	@n-e@t-ei
nausea	nɔ:sjə	3782	@n-eo@s-@y-a
nauseate	nɔ:sieit	3783	@n-eo@s-@t-
nautical	nɔ:tikəl	3784	@n-eo@t-ei@k-a@l-
navigate	næviɡeit	3785	@n-e@v-ei@-ei@t-
naysay	neisei	3786	@n-ei@s-ei
nebulous	nebjuləs	3787	@n-e@b-@y-u@l-a@s-
needle	ni:dl	3788	@n-ei@d-@l-
needlework	ni:d(ə)lwə:k	3789	@n-ei@d-@-a@-@l-@v-a@k-
needy	ni:di	3790	@n-ei@d-ei
nefarious	ni@feəriəs	3791	@n-ei@f-e@-a@rw-ei@s-
negate	ni@ɡeit	3792	@n-ei@-ei@t-
negation	ni@ɡeiʃən	3793	@n-ei@-ei@sh-en
negligence	neɡlidʒəns	3794	@n-e@-@l-ei@d-@r-en@s-
negotiable	ni@ɡəuʃjəbl	3795	@n-ei@-eu@sh-@y-a@b-@l-
negotiate	ni@ɡəuʃieit	3796	@n-ei@-eu@sh-@t-
neolithic	ni:əu@liθik	3797	@n-ei@-eu@l-ei@s-ei@k-
neologism	ni:@ɔlədʒiz(ə)m	3798	@n-ei@-eo@l-a@d-@r-ei@z-@-a@-@-
neophyte	ni(:)əufait	3799	@n-ei@-@-@-eu@f-ai@t-
nepotism	nepətizəm	3800	@n-e@p-a@t-ei@z-a@-
nerve	nə:v	3801	@n-a@v-
nettle	netl	3802	@n-e@t-@l-
neurology	njuə@rɔlədʒi	3803	@n-@y-o@rw-eo@l-a@d-@r-ei
neutralize	nju:trəlaiz	3804	@n-@y-u@t-@rw-a@l-ai@z-
neutron	nju:trɔn	3805	@n-@y-u@t-@rw-
nexus	neksəs	3806	@n-e@k-@s-a@s-
nib	nib	3807	@n-ei@b-
nibble	nibl	3808	@n-ei@b-@l-
nice	nais	3809	@n-ai@s-
nicety	naisiti	3810	@n-ai@s-ei@t-ei
nick	nik	3811	@n-ei@k-
nicotine	nikəti:n	3812	@n-ei@k-a@t-
nightmare	naitmeə(r)	3813	@n-ai@t-@-e@-a@-@-
nil	nil	3814	@n-ei@l-
nip	nip	3815	@n-ei@p-
nitpick	nitpik	3816	@n-ei@t-@p-ei@k-
nocturnal	nɔk@tə:nl	3817	@n-eo@k-@t-@l-
noisome	nɔisəm	3818	@n-eo@s-a@-
nomad	nəumæd	3819	@n-eu@-e@d-
nomadic	nəu@mædik	3820	@n-eu@-e@d-ei@k-
nominal	nɔminl	3821	@n-eo@-@l-
nominate	nɔmineit	3822	@n-eo@-@-ei@t-
nonchalance	nɔnʃələns	3823	@n-@sh-a@l-en@s-
nonchalant	nɔnʃələnt	3824	@n-@sh-a@l-en@t-
noncommittal	nɔn@kɔmitəl	3825	@n-@k-eo@-ei@t-a@l-
nonconformist	nɔnkən@fɔmist	3826	@n-@k-en@f-eo@-ei@s-@t-
nonentity	nɔ@nentiti	3827	@n-@-@t-ei@t-ei
nonflammable	nɔn@flæməbl	3828	@n-@f-@l-e@-a@b-@l-
nonplus	nɔn@plʌs	3829	@n-@p-@l-a@s-
nonporous	nɔn@pɔ:rəs	3830	@n-@p-eo@rw-a@s-
nonradioactive	nɔnreidiə@æktiv	3831	@n-@rw-ei@d-ei@-e@k-@t-ei@v-
nonsensical	nɔn@sensikəl	3832	@n-@s-@s-ei@k-a@l-
nonthreatening	nɔn@θretəniŋ	3833	@n-@s-@rw-e@t-en@-ei@ng-
nonviable	nɔn@vaiəbl	3834	@n-@v-ai@-a@b-@l-
norm	nɔ:m	3835	@n-eo@-
nostalgia	nɔs@tældʒiə	3836	@n-eo@s-@t-e@l-@d-@r-ei
nostrum	nɔstrəm	3837	@n-eo@s-@t-@rw-a@-
notable	nəutəbl	3838	@n-eu@t-a@b-@l-
notch	nɔtʃ	3839	@n-eo@t-@sh-
notorious	nəu@tɔ:riəs	3840	@n-eu@t-eo@rw-ei@s-
nourish	nʌriʃ	3841	@n-a@rw-ei@sh-
nova	nəuvə	3842	@n-eu@v-a
novelty	nɔvəlti	3843	@n-eo@v-a@l-@t-ei
novice	nɔvis	3844	@n-eo@v-ei@s-
noxious	nɔkʃəs	3845	@n-eo@k-@sh-a@s-
nuance	nju:@ɑ:ns	3846	@n-@y-u@-@s-
nubile	nju:bail	3847	@n-@y-u@b-ai@l-
nucleate	njuklieit	3848	@n-@y-u@k-@l-@t-
nucleus	nju:kliəs	3849	@n-@y-u@k-@l-ei@s-
nudge	nʌdʒ	3850	@n-a@d-@r-
nugatory	nju:ɡətəri	3851	@n-@y-u@-a@t-a@rw-ei
nullify	nʌlifai	3852	@n-a@l-ei@f-ai
numb	nʌm	3853	@n-a@-
numerous	nju:mərəs	3854	@n-@y-u@-a@rw-a@s-
numismatist	nju:@mizmətist	3855	@n-@y-u@-ei@z-@-a@t-ei@s-@t-
nurture	nə:tʃə	3856	@n-a@t-@sh-a
nutrient	nju:triənt	3857	@n-@y-u@t-@rw-@t-
nutrition	nju:@triʃən	3858	@n-@y-u@t-@rw-ei@sh-en
oafishness	əufiʃnis	3859	@-eu@f-ei@sh-ei@s-
oak	əuk	3860	@-eu@k-
oasis	əu@eisis	3861	@-eu@-ei@s-ei@s-
oath	əuθ	3862	@-eu@s-
obdurate	ɔbdjurit	3863	@-eo@b-@d-@y-u@rw-ei@t-
obedient	ə@bi:djənt	3864	@-a@b-ei@d-@y-en@t-
obeisance	əu@beisns	3865	@-eu@b-ei@s-@s-
obese	əu@bi:s	3866	@-eu@b-ei@s-
obfuscate	ɔbfʌskeit	3867	@-eo@b-@f-a@s-@k-ei@t-
obituary	ə@bitjuəri	3868	@-a@b-ei@t-@y-o@rw-ei
objection	əb@dʒekʃən	3869	@-a@b-@d-@r-e@k-@sh-en
objective	əb@dʒektiv	3870	@-a@b-@d-@r-e@k-@t-ei@v-
obligation	ɔbli@ɡeiʃən	3871	@-eo@b-@l-ei@-ei@sh-en
obligatory	ɔ@bliɡətəri	3872	@-eo@b-@l-ei@-a@t-a@rw-ei
oblige	ə@blaidʒ	3873	@-a@b-@l-ai@d-@r-
obliging	ə@blaidʒiŋ	3874	@-a@b-@l-ai@d-@r-ei@ng-
oblique	ə@bli:k	3875	@-a@b-@l-ei@k-
obliterate	ə@blitəreit	3876	@-a@b-@l-ei@t-a@rw-ei@t-
oblivious	ə@bliviəs	3877	@-a@b-@l-ei@v-ei@s-
obloquy	ɔbləkwi	3878	@-eo@b-@l-a@k-@v-ei
obnoxious	əb@nɔkʃəs	3879	@-a@b-eo@k-@sh-a@s-
obscure	əb@skjuə	3880	@-a@b-@s-@k-@y-o
obscurity	əb@skjuəriti	3881	@-a@b-@s-@k-@y-o@rw-ei@t-ei
obsequious	əb@si:kwiəs	3882	@-a@b-@s-ei@k-@v-ei@s-
observatory	əb@zə:vətəri	3883	@-a@b-@z-a@v-a@t-a@rw-ei
obsess	əb@ses	3884	@-a@b-@s-e@s-
obsessed	əb@sest	3885	@-a@b-@s-e@s-@t-
obsession	əb@seʃən	3886	@-a@b-@s-e@sh-en
obsolescent	ɔbsə@lesnt	3887	@-eo@b-@s-a@l-e@s-@t-
obsolete	ɔbsəli:t	3888	@-eo@b-@s-a@l-ei@t-
obstacle	ɔbstəkl	3889	@-eo@b-@s-@t-a@k-@l-
obstinacy	ɔbstinəsi	3890	@-eo@b-@s-@t-@-a@s-ei
obstinate	ɔbstinit	3891	@-eo@b-@s-@t-@-ei@t-
obstreperous	əb@strepərəs	3892	@-a@b-@s-@t-@rw-e@p-a@rw-a@s-
obstruct	əb@strʌkt	3893	@-a@b-@s-@t-@rw-a@k-@t-
obstruction	əb@strʌkʃən	3894	@-a@b-@s-@t-@rw-a@k-@sh-en
obtainable	əb@teinəb(ə)l	3895	@-a@b-@t-@-a@b-@-a@-@l-
obtuse	əb@tju:s	3896	@-a@b-@t-@y-u@s-
obverse	ɔbvə:s	3897	@-eo@b-@v-a@s-
obviate	ɔbvieit	3898	@-eo@b-@v-@t-
obvious	ɔbviəs	3899	@-eo@b-@v-ei@s-
occlude	ɔ@klu:d	3900	@-eo@k-@l-u@d-
occult	ɔ@kʌlt	3901	@-eo@k-a@l-@t-
occupation	ɔkju@peiʃən	3902	@-eo@k-@y-u@p-ei@sh-en
occurrence	ə@kʌrəns	3903	@-a@k-a@rw-en@s-
octogenarian	ɔktəudʒi@neəriən	3904	@-eo@k-@t-eu@d-@r-@-e@-a@rw-
odds	ɔdz	3905	@-eo@d-@z-
ode	əud	3906	@-eu@d-
odious	əudjəs	3907	@-eu@d-@y-a@s-
odium	əudiəm	3908	@-eu@d-ei@-
odometer	ɔ@dɔmitə	3909	@-eo@d-eo@-ei@t-a
odyssey	ɔdisi	3910	@-eo@d-ei@s-ei
offbeat	ɔf@bi:t	3911	@-eo@f-@b-ei@t-
offence(offense)	ə@fens	3912	@-a@f-@s-
offend	ə@fend	3913	@-a@f-@d-
offensive	ə@fensiv	3914	@-a@f-@s-ei@v-
offhand	ɔ:f@hænd	3915	@-eo@f-@h-e@d-
officious	ə@fiʃəs	3916	@-a@f-ei@sh-a@s-
offish	ɔ:fiʃ	3917	@-eo@f-ei@sh-
off-key	ɔ:fki:	3918	@-eo@f-@k-ei
offset	ɔ:fset	3919	@-eo@f-@s-e@t-
offspring	ɔfspriŋ	3920	@-eo@f-@s-@p-@rw-ei@ng-
offstage	ɔ:f@steidʒ	3921	@-eo@f-@s-@t-ei@d-@r-
ogle	əuɡl	3922	@-eu@-@l-
ointment	ɔintmənt	3923	@-@t-@-en@t-
olfaction	ɔl@fækʃən	3924	@-eo@l-@f-e@k-@sh-en
oligarchy	ɔliɡɑ:ki	3925	@-eo@l-ei@-a@k-ei
omelet	ɔmlit	3926	@-eo@-@l-ei@t-
ominous	ɔminəs	3927	@-eo@-@-a@s-
omit	əu@mit	3928	@-eu@-ei@t-
omnipotent	ɔm@nipətənt	3929	@-eo@-ei@p-a@t-en@t-
omnipresent	ɔmni@prezənt	3930	@-eo@-ei@p-@rw-e@z-en@t-
omniscient	ɔm@nisiənt	3931	@-eo@-ei@s-@t-
onerous	ɔnərəs	3932	@-@-a@rw-a@s-
onset	ɔnset	3933	@-@s-e@t-
opacity	əu@pæsiti	3934	@-eu@p-e@s-ei@t-ei
opalescence	əupə@lesəns	3935	@-eu@p-a@l-e@s-en@s-
opaque	əu@peik	3936	@-eu@p-ei@k-
operative	ɔpərətiv	3937	@-eo@p-a@rw-a@t-ei@v-
operetta	ɔpə@retə	3938	@-eo@p-a@rw-e@t-a
opine	əu@pain	3939	@-eu@p-
opinionated	ə@pinjəneitid	3940	@-a@p-@y-en@-ei@t-ei@d-
opponent	ə@pəunənt	3941	@-a@p-@-en@t-
opportune	ɔpətju:n	3942	@-eo@p-a@t-@y-
oppose	ə@pəuz	3943	@-a@p-eu@z-
oppress	ə@pres	3944	@-a@p-@rw-e@s-
opprobrious	ə@prəubriəs	3945	@-a@p-@rw-eu@b-@rw-ei@s-
optimism	ɔptimizəm	3946	@-eo@p-@t-ei@-ei@z-a@-
optimist	ɔptimist	3947	@-eo@p-@t-ei@-ei@s-@t-
optimum	ɔptiməm	3948	@-eo@p-@t-ei@-a@-
optional	ɔpʃənəl	3949	@-eo@p-@sh-en@-a@l-
opulent	ɔpjulənt	3950	@-eo@p-@y-u@l-en@t-
oracle	ɔrəkl	3951	@-eo@rw-a@k-@l-
oration	ə@reiʃən	3952	@-a@rw-ei@sh-en
oratorio	ɔrə@tɔriəu	3953	@-eo@rw-a@t-eo@rw-ei@-u
oratory	ɔrətəri	3954	@-eo@rw-a@t-a@rw-ei
orchard	ɔ:tʃəd	3955	@-eo@t-@sh-a@d-
orchestra	ɔ:kistrə	3956	@-eo@k-ei@s-@t-@rw-a
ordain	ɔ:@dein	3957	@-eo@d-
ordeal	ɔ:@di:l	3958	@-eo@d-ei@l-
ordinance	ɔ:dinəns	3959	@-eo@d-@-en@s-
ordnance	ɔ:dnəns	3960	@-eo@d-en@s-
ore	ɔ:(r)	3961	@-eo@-@-
organism	ɔ:ɡənizəm	3962	@-eo@-en@-ei@z-a@-
orient	ɔ:riənt	3963	@-eo@rw-@t-
original	ə@ridʒənəl	3964	@-a@rw-ei@d-@r-en@-a@l-
originality	əridʒi@næliti	3965	@-a@rw-ei@d-@r-@-e@l-ei@t-ei
ornate	ɔ:@neit	3966	@-@-ei@t-
ornithologist	ɔ:ni@θɔlədʒist	3967	@-@-ei@s-eo@l-a@d-@r-ei@s-@t-
