en	phntc	id	ati	cc
liberality	libə@ræliti	3374	@l-ei@b-a@rw-e@l-ei@t-ei	雷八软雷nonex
liberate	libə(:)reit	3375	@l-ei@b-a@-@-@-@rw-ei@t-	雷八锐nonex
libertine	libə(:)ti:n	3376	@l-ei@b-a@-@-@-@t-	雷八nonex
liberty	libəti	3377	@l-ei@b-a@t-ei	雷八nonex
libretto	li@bretəu	3378	@l-ei@b-@rw-e@t-eu	雷不软偷
license	laisəns	3379	@l-ai@s-en@s-	来森嘶
licentious	lai@senʃəs	3380	@l-ai@s-@sh-a@s-	来嘶霎嘶
lien	li(:)ən	3381	@l-ei@-@-@-en	雷nonex
ligneous	liɡniəs	3382	@l-ei@-ei@s-	雷nonex嘶
liken	laikən	3383	@l-ai@k-en	来肯
limb	lim	3384	@l-ei@-	雷
limber	limbə	3385	@l-ei@-@b-a	雷八
limerick	limərik	3386	@l-ei@-a@rw-ei@k-	雷啊锐磕
limestone	laimstəun	3387	@l-ai@-@s-@t-	来嘶nonex
limited	limitid	3388	@l-ei@-ei@t-ei@d-	雷nonexnonex的
limn	lim	3389	@l-ei@-	雷
limousine	liməzi:n	3390	@l-ei@-a@z-	雷啊nonex
limp	limp	3391	@l-ei@-@p-	雷扑
limpid	limpid	3392	@l-ei@-@p-ei@d-	雷胚的
lineage	liniidʒ	3393	@l-@-@d-@r-	了的nonex
linear	liniə	3394	@l-@-ei	了nonex
linen	linin	3395	@l-@-	了
linger	liŋɡə	3396	@l-ei@ng-@-a	雷nonex啊
linguistic	liŋ@ɡwistik	3397	@l-ei@ng-@-@v-ei@s-@t-ei@k-	雷nonex危嘶nonex磕
linguistics	liŋ@ɡwistiks	3398	@l-ei@ng-@-@v-ei@s-@t-ei@k-@s-	雷nonex危嘶nonex磕嘶
linoleum	li@nəuliəm	3399	@l-@-eu@l-ei@-	了nonex雷
lint	lint	3400	@l-@t-	了nonex
lionize	laiənaiz	3401	@l-ai@-en@-ai@z-	来nonex哎nonex
liquefy	likwifai	3402	@l-ei@k-@v-ei@f-ai	雷磕危nonex
liquid	likwid	3403	@l-ei@k-@v-ei@d-	雷磕危的
liquidate	likwideit	3404	@l-ei@k-@v-ei@d-ei@t-	雷磕危nonexnonex
lissome	lisəm	3405	@l-ei@s-a@-	雷刹
list	list	3406	@l-ei@s-@t-	雷嘶nonex
listless	listlis	3407	@l-ei@s-@t-@l-ei@s-	雷嘶nonex雷嘶
literal	litərəl	3408	@l-ei@t-a@rw-a@l-	雷他若了
literate	litərit	3409	@l-ei@t-a@rw-ei@t-	雷他锐nonex
literati	litə@rɑ:ti	3410	@l-ei@t-a@rw-a@t-ei	雷他若nonex
lithe	laið	3411	@l-ai@z-	来nonex
litigant	litiɡənt	3412	@l-ei@t-ei@-en@t-	雷nonexnonexnonex
litigation	liti@ɡeiʃən	3413	@l-ei@t-ei@-ei@sh-en	雷nonexnonex申
litter	litə	3414	@l-ei@t-a	雷他
loaf	ləuf	3415	@l-eu@f-	娄肤
loath	ləuθ	3416	@l-eu@s-	娄嘶
loathe	ləuð	3417	@l-eu@z-	娄nonex
lobby	lɔbi	3418	@l-eo@b-ei	郎杯
lobe	ləub	3419	@l-eu@b-	娄不
locale	ləu@kɑ:l	3420	@l-eu@k-a@l-	娄劾了
locomotion	ləukə@məuʃ(ə)n	3421	@l-eu@k-a@-eu@sh-@-a@-	娄劾nonex什啊
locomotive	ləukə@məutiv	3422	@l-eu@k-a@-eu@t-ei@v-	娄劾nonexnonexnonex
locus	ləukəs	3423	@l-eu@k-a@s-	娄劾嘶
lode	ləud	3424	@l-eu@d-	娄的
lofty	lɔ(:)fti	3425	@l-eo@-@-@-@f-@t-ei	郎肤nonex
log	lɔɡ	3426	@l-eo@-	郎
logistics	lə@dʒistiks	3427	@l-a@d-@r-ei@s-@t-ei@k-@s-	垃的nonex嘶nonex磕嘶
loll	lɔl	3428	@l-eo@l-	郎了
longevity	lɔŋ@dʒeviti	3429	@l-eo@ng-@d-@r-e@v-ei@t-ei	郎nonex的然危nonex
longing	lɔŋiŋ	3430	@l-eo@ng-ei@ng-	郎nonexnonex
long-winded	lɔŋ@windid	3431	@l-eo@ng-@v-@d-ei@d-	郎nonexnonexnonex的
loom	lu:m	3432	@l-u@-	nonex
loon	lu:n	3433	@l-	了
loop	lu:p	3434	@l-u@p-	nonex扑
loophole	lu:phəul	3435	@l-u@p-@h-eu@l-	nonex扑侯了
loosen	lu:sn	3436	@l-u@s-	nonex嘶
lope	ləup	3437	@l-eu@p-	娄扑
lopsided	lɔp@saidid	3438	@l-eo@p-@s-ai@d-ei@d-	郎扑腮nonex的
loquacious	ləu@kweiʃəs	3439	@l-eu@k-@v-ei@sh-a@s-	娄磕危霎嘶
lot	lɔt	3440	@l-eo@t-	郎nonex
lottery	lɔtəri	3441	@l-eo@t-a@rw-ei	郎他锐
lounge	laundʒ	3442	@l-@d-@r-	了的nonex
loutish	lautiʃ	3443	@l-ao@t-ei@sh-	捞nonex什
low	ləu	3444	@l-eu	娄
loyal	lɔiəl	3445	@l-eo@-a@l-	郎啊了
lubricant	lu:brikənt	3446	@l-u@b-@rw-ei@k-en@t-	nonex不锐肯nonex
lubricate	lu:brikeit	3447	@l-u@b-@rw-ei@k-ei@t-	nonex不锐nonexnonex
lucid	lu:sid	3448	@l-u@s-ei@d-	nonexnonex的
lucrative	lu:krətiv	3449	@l-u@k-@rw-a@t-ei@v-	nonex磕若nonexnonex
ludicrous	lu:dikrəs	3450	@l-u@d-ei@k-@rw-a@s-	nonexnonex磕若嘶
lug	lʌɡ	3451	@l-a@-	垃
lukewarm	lju:kwɔ:m	3452	@l-@y-u@k-@v-eo@-	了豫磕汪
lull	lʌl	3453	@l-a@l-	垃了
lullaby	lʌləbai	3454	@l-a@l-a@b-ai	垃垃摆
lumber	lʌmbə	3455	@l-a@-@b-a	垃八
lumberjack	lʌmbədʒæk	3456	@l-a@-@b-a@d-@r-e@k-	垃八的然磕
lumen	lju:min	3457	@l-@y-u@-	了豫
luminary	lju:minəri	3458	@l-@y-u@-@-a@rw-ei	了豫啊锐
lump	lʌmp	3459	@l-a@-@p-	垃扑
lunar	lju:nə	3460	@l-@y-@-a	了一啊
lunatic	lju:nətik	3461	@l-@y-@-a@t-ei@k-	了一啊nonex磕
lurch	lə:tʃ	3462	@l-a@t-@sh-	垃nonex什
lurid	ljuərid	3463	@l-@y-o@rw-ei@d-	了哟锐的
lurk	lə:k	3464	@l-a@k-	垃磕
lush	lʌʃ	3465	@l-a@sh-	垃什
lust	lʌst	3466	@l-a@s-@t-	垃嘶nonex
lustrous	lʌstrəs	3467	@l-a@s-@t-@rw-a@s-	垃嘶nonex若嘶
luxuriant	lʌɡ@zjuəriənt	3468	@l-a@-@z-@y-o@rw-@t-	垃nonex哟入nonex
luxurious	lʌɡ@zjuəriəs	3469	@l-a@-@z-@y-o@rw-ei@s-	垃nonex哟锐嘶
luxury	lʌkʃəri	3470	@l-a@k-@sh-a@rw-ei	垃磕霎锐
lyric	lirik	3471	@l-ei@rw-ei@k-	雷锐磕
macabre	mə@kɑ:bə	3472	@-a@k-a@b-a	啊劾八
macerate	mæsəreit	3473	@-e@s-a@rw-ei@t-	鳄刹锐nonex
machination	mæki@neiʃ(ə)n	3474	@-e@k-@-ei@sh-@-a@-	鳄磕nonex什啊
maculated	mækjuleitid	3475	@-e@k-@y-u@l-ei@t-ei@d-	鳄磕豫雷nonex的
madrigal	mɑ:driɡəl	3476	@-a@d-@rw-ei@-a@l-	啊的锐啊了
maelstrom	meilstrəm	3477	@-ei@l-@s-@t-@rw-a@-	nonex了嘶nonex若
magenta	mə@dʒentə	3478	@-a@d-@r-@t-a	啊的nonex他
magisterial	mædʒis@tiəriəl	3479	@-e@d-@r-ei@s-@t-ei@rw-ei@l-	鳄的nonex嘶nonex锐了
magnanimity	mæɡnə@nimiti	3480	@-e@-en@-ei@-ei@t-ei	鳄nonexnonexnonexnonex
magnanimous	mæɡ@næniməs	3481	@-e@-e@-ei@-a@s-	鳄鳄nonex啊嘶
magnate	mæɡneit	3482	@-e@-ei@t-	鳄nonexnonex
magnificent	mæɡ@nifisnt	3483	@-e@-ei@f-ei@s-@t-	鳄nonex飞嘶nonex
magnify	mæɡnifai	3484	@-e@-ei@f-ai	鳄nonexnonex
magnitude	mæɡnitju:d	3485	@-e@-ei@t-@y-u@d-	鳄nonexnonex豫的
magpie	mæɡpai	3486	@-e@-@p-ai	鳄拍
maintenance	meintinəns	3487	@-@t-@-en@s-	nonexnonex嘶
maize	meiz	3488	@-ei@z-	nonexnonex
majestic	mə@dʒestik	3489	@-a@d-@r-e@s-@t-ei@k-	啊的然嘶nonex磕
maladroit	mælə@drɔit	3490	@-e@l-a@d-@rw-eo@t-	鳄垃的nonexnonex
malaise	mæ@leiz	3491	@-e@l-ei@z-	鳄雷nonex
malapropism	mælə@prɔpizəm	3492	@-e@l-a@p-@rw-eo@p-ei@z-a@-	鳄垃扑nonex胚伸
malcontent	mælkən@tent	3493	@-e@l-@k-en@t-@t-	鳄了肯nonexnonex
malevolent	mə@levələnt	3494	@-a@l-e@v-a@l-en@t-	啊兰戍棱nonex
malfeasance	mæl@fi:zəns	3495	@-e@l-@f-ei@z-en@s-	鳄了飞曾嘶
malfunction	mæl@fʌŋkʃən	3496	@-e@l-@f-a@ng-@k-@sh-en	鳄了发nonex磕申
malicious	mə@liʃəs	3497	@-a@l-ei@sh-a@s-	啊雷霎嘶
malign	mə@lain	3498	@-a@l-	啊了
malinger	mə@liŋɡə	3499	@-a@l-ei@ng-@-a	啊雷nonex啊
malleable	mæliəbl	3500	@-e@l-ei@b-@l-	鳄雷不了
malpractice	mæl@præktis	3501	@-e@l-@p-@rw-e@k-@t-ei@s-	鳄了扑软磕nonex嘶
mammal	mæməl	3502	@-e@-a@l-	鳄啊了
mammoth	mæməθ	3503	@-e@-a@s-	鳄啊嘶
mandate	mændeit	3504	@-e@d-ei@t-	鳄nonexnonex
mandatory	mændətəri	3505	@-e@d-a@t-a@rw-ei	鳄搭他锐
mangle	mæŋɡl	3506	@-e@ng-@-@l-	鳄nonex了
mania	meiniə	3507	@-@-ei	nonex
manifest	mænifest	3508	@-e@-ei@f-e@s-@t-	鳄nonex帆嘶nonex
manifestation	mænifes@teiʃən	3509	@-e@-ei@f-e@s-@t-ei@sh-en	鳄nonex帆嘶nonex申
manifesto	mæni@festəu	3510	@-e@-ei@f-e@s-@t-eu	鳄nonex帆嘶偷
manifold	mænifəuld	3511	@-e@-ei@f-eu@l-@d-	鳄nonex否了的
manipulate	mə@nipjuleit	3512	@-en@-ei@p-@y-u@l-ei@t-	nonexnonex扑豫雷nonex
manipulative	mə@nipjulətiv	3513	@-en@-ei@p-@y-u@l-a@t-ei@v-	nonexnonex扑豫垃nonexnonex
mannered	mænəd	3514	@-e@-a@d-	鳄啊的
mansion	mænʃən	3515	@-e@sh-en	鳄申
mantle	mæntl	3516	@-e@t-@l-	鳄nonex了
manumit	mænju@mit	3517	@-e@y-u@-ei@t-	鳄豫nonexnonex
manure	mə@njuə	3518	@-en@y-o	nonex哟
manuscript	mænjuskript	3519	@-e@y-u@s-@k-@rw-ei@p-@t-	鳄豫嘶磕锐扑nonex
maple	meipl	3520	@-ei@p-@l-	nonex扑了
mar	mɑ:	3521	@-a	啊
marble	mɑ:bl	3522	@-a@b-@l-	啊不了
mare	meəri	3523	@-e@-a@rw-ei	鳄啊锐
margarine	mɑ:dʒə@ri:n	3524	@-a@d-@r-a@rw-	啊的热入
margin	mɑ:dʒin	3525	@-a@d-@r-	啊的nonex
marginal	mɑ:dʒinəl	3526	@-a@d-@r-@-a@l-	啊的nonex啊了
marine	mə@ri:n	3527	@-a@rw-	啊入
marionette	mæriə@net	3528	@-e@rw-@-e@t-	鳄入鳄nonex
marital	mæritl	3529	@-e@rw-ei@t-@l-	鳄锐nonex了
maritime	mæritaim	3530	@-e@rw-ei@t-ai@-	鳄锐胎
marked	ma:kt	3531	@-@-@k-@t-	磕nonex
maroon	mə@ru:n	3532	@-a@rw-	啊入
marred	mɑrd	3533	@-@-@d-	的
marsh	mɑ:ʃ	3534	@-a@sh-	啊什
marshal	mɑ:ʃəl	3535	@-a@sh-a@l-	啊霎了
marsupial	mɑ:@sju:pjəl	3536	@-a@s-@y-u@p-@y-a@l-	啊嘶豫扑丫了
martial	mɑ:ʃəl	3537	@-a@sh-a@l-	啊霎了
martyr	mɑ:tə	3538	@-a@t-a	啊他
marvel	mɑ:vəl	3539	@-a@v-a@l-	啊戍了
mash	mæʃ	3540	@-e@sh-	鳄什
mask	mɑ:sk	3541	@-a@s-@k-	啊嘶磕
mason	meisn	3542	@-ei@s-	nonex嘶
masquerade	mæskə@reid	3543	@-e@s-@k-a@rw-ei@d-	鳄嘶劾锐的
massacre	mæsəkə	3544	@-e@s-a@k-a	鳄刹劾
massive	mæsiv	3545	@-e@s-ei@v-	鳄nonexnonex
mast	mɑ:st	3546	@-a@s-@t-	啊嘶nonex
masticate	mæstikeit	3547	@-e@s-@t-ei@k-ei@t-	鳄嘶nonexnonexnonex
mate	meit	3548	@-ei@t-	nonexnonex
materialize	mə@tiəriəlaiz	3549	@-a@t-ei@rw-ei@l-ai@z-	啊nonex锐来nonex
maternal	mə@tə:nl	3550	@-a@t-@l-	啊nonex了
matrix	meitriks	3551	@-ei@t-@rw-ei@k-@s-	nonexnonex锐磕嘶
mattress	mætris	3552	@-e@t-@rw-ei@s-	鳄nonex锐嘶
mature	mə@tjuə	3553	@-a@t-@y-o	啊nonex哟
maturity	mə@tjuəriti	3554	@-a@t-@y-o@rw-ei@t-ei	啊nonex哟锐nonex
maudlin	mɔ:dlin	3555	@-eo@d-@l-	nonex的了
maul	mɔ:l	3556	@-eo@l-	nonex了
mauve	məuv	3557	@-eu@v-	nonexnonex
maven	meivin	3558	@-ei@v-	nonexnonex
maverick	mævərik	3559	@-e@v-a@rw-ei@k-	鳄戍锐磕
mawkish	mɔ:kiʃ	3560	@-eo@k-ei@sh-	nonexnonex什
maximize	mæksmaiz	3561	@-e@k-@s-@-ai@z-	鳄磕嘶哎nonex
maze	meiz	3562	@-ei@z-	nonexnonex
meager	mi:ɡə(r)	3563	@-ei@-a@-@-	nonex啊
mean	mi:n	3564	@-	
meander	mi@ændə	3565	@-ei@-e@d-a	nonex鳄搭
measly	mi:zli	3566	@-ei@z-@l-ei	nonexnonex雷
measured	meʒəd	3567	@-e@r-a@d-	鳄热的
mechanical	mi@kænikl	3568	@-ei@k-e@-ei@k-@l-	nonex刊nonex磕了
mechanics	mi@kæniks	3569	@-ei@k-e@-ei@k-@s-	nonex刊nonex磕嘶
mechanism	mekənizəm	3570	@-e@k-en@-ei@z-a@-	鳄肯nonex伸
medal	medl	3571	@-e@d-@l-	鳄的了
meddle	medl	3572	@-e@d-@l-	鳄的了
meddlesome	medlsəm	3573	@-e@d-@l-@s-a@-	鳄的了刹
mediate	mi:diit	3574	@-ei@d-@t-	nonex的nonex
medieval	medi@i:vəl	3575	@-e@d-ei@-ei@v-a@l-	鳄nonexnonex戍了
mediocre	mi:di@əukə	3576	@-ei@d-ei@-eu@k-a	nonexnonexnonex劾
mediocrity	mi:di@ɔkriti	3577	@-ei@d-ei@-eo@k-@rw-ei@t-ei	nonexnonexnonex磕锐nonex
meditate	mediteit	3578	@-e@d-ei@t-ei@t-	鳄nonexnonexnonex
meditation	medi@teiʃən	3579	@-e@d-ei@t-ei@sh-en	鳄nonexnonex申
meditative	meditətiv	3580	@-e@d-ei@t-a@t-ei@v-	鳄nonex他nonexnonex
medium	mi:djəm	3581	@-ei@d-@y-a@-	nonex的丫
medley	medli	3582	@-e@d-@l-ei	鳄的雷
meek	mi:k	3583	@-ei@k-	nonex磕
meet	mi:t	3584	@-ei@t-	nonexnonex
melancholy	melənkəli	3585	@-e@l-en@k-a@l-ei	鳄棱劾雷
meld	meld	3586	@-e@l-@d-	鳄了的
mellifluous	me@lifluəs	3587	@-e@l-ei@f-@l-o@s-	鳄雷肤nonex嘶
melodrama	melədrɑ:mə	3588	@-e@l-a@d-@rw-a@-a	鳄垃的若啊
melody	melədi	3589	@-e@l-a@d-ei	鳄垃nonex
melon	melən	3590	@-e@l-en	鳄棱
membrane	membrein	3591	@-e@-@b-@rw-	鳄不入
memoir	memwɑ:	3592	@-e@-@v-a	鳄戍
memorial	mi@mɔ:riəl	3593	@-ei@-eo@rw-ei@l-	nonexnonex锐了
menace	menəs	3594	@-@-a@s-	啊嘶
mend	mend	3595	@-@d-	的
mendacious	men@deiʃəs	3596	@-@d-ei@sh-a@s-	nonex霎嘶
mendacity	men@dæsiti	3597	@-@d-e@s-ei@t-ei	丹nonexnonex
mendicant	mendikənt	3598	@-@d-ei@k-en@t-	nonex肯nonex
menthol	menθɔl	3599	@-@s-eo@l-	桑了
mentor	mentɔ:	3600	@-@t-eo	汤
mercantile	mə:kəntail	3601	@-a@k-en@t-ai@l-	啊肯胎了
mercenary	mə:sinəri	3602	@-a@s-@-a@rw-ei	啊嘶啊锐
mercurial	mə:@kjuəriəl	3603	@-a@k-@y-o@rw-ei@l-	啊磕哟锐了
meretricious	meri@triʃəs	3604	@-e@rw-ei@t-@rw-ei@sh-a@s-	鳄锐nonex锐霎嘶
merit	merit	3605	@-e@rw-ei@t-	鳄锐nonex
merited	meritid	3606	@-e@rw-ei@t-ei@d-	鳄锐nonex的
meritorious	meri@tɔ:riəs	3607	@-e@rw-ei@t-eo@rw-ei@s-	鳄锐汤锐嘶
mesa	meisə	3608	@-ei@s-a	nonex刹
mesh	meʃ	3609	@-e@sh-	鳄什
metabolism	me@tæbəlizəm	3610	@-e@t-e@b-a@l-ei@z-a@-	鳄贪八雷伸
metamorphose	metə@mɔ:fəuz	3611	@-e@t-a@-eo@f-eu@z-	鳄他nonex否nonex
metaphor	metəfə	3612	@-e@t-a@f-a	鳄他发
metaphysical	metə@fizikəl	3613	@-e@t-a@f-ei@z-ei@k-a@l-	鳄他飞贼劾了
metaphysics	metə@fiziks	3614	@-e@t-a@f-ei@z-ei@k-@s-	鳄他飞贼磕嘶
mete	mi:t	3615	@-ei@t-	nonexnonex
meteoric	mi:ti@ɔrik	3616	@-ei@t-ei@-eo@rw-ei@k-	nonexnonexnonex锐磕
meteorology	mi:tjə@rɔlədʒi	3617	@-ei@t-@y-a@rw-eo@l-a@d-@r-ei	nonexnonex丫nonex垃的nonex
methodical	mi@θɔdik(ə)l	3618	@-ei@s-eo@d-ei@k-@-a@-@l-	nonex桑nonex磕啊了
meticulous	mi@tikjuləs	3619	@-ei@t-ei@k-@y-u@l-a@s-	nonexnonex磕豫垃嘶
metrical	metrik(ə)l	3620	@-e@t-@rw-ei@k-@-a@-@l-	鳄nonex锐磕啊了
metropolis	mi@trɔpəlis	3621	@-ei@t-@rw-eo@p-a@l-ei@s-	nonexnonexnonex趴雷嘶
metropolitan	metrə@pɔlit(ə)n	3622	@-e@t-@rw-a@p-eo@l-ei@t-@-a@-	鳄nonex若乓雷nonex啊
mettle	met(ə)l	3623	@-e@t-@-a@-@l-	鳄nonex啊了
mettlesome	met(ə)lsəm	3624	@-e@t-@-a@-@l-@s-a@-	鳄nonex啊了刹
microbe	maikrəub	3625	@-ai@k-@rw-eu@b-	哎磕nonex不
microorganism	maikrəu@ɔ:ɡəniz(ə)m	3626	@-ai@k-@rw-eu@-eo@-en@-ei@z-@-a@-@-	哎磕nonexnonexnonexnonexnonex啊
microscope	maikrəskəup	3627	@-ai@k-@rw-a@s-@k-eu@p-	哎磕若嘶抠扑
microscopic	maikrə@skɔpik	3628	@-ai@k-@rw-a@s-@k-eo@p-ei@k-	哎磕若嘶侃胚磕
miff	mif	3629	@-ei@f-	nonex肤
mighty	maiti	3630	@-ai@t-ei	哎nonex
migratory	maiɡrətəri	3631	@-ai@-@rw-a@t-a@rw-ei	哎若他锐
milestone	mailstəun	3632	@-ai@l-@s-@t-	哎了嘶nonex
militia	mi@liʃə	3633	@-ei@l-ei@sh-a	nonex雷霎
milk	milk	3634	@-ei@l-@k-	nonex了磕
mill	mil	3635	@-ei@l-	nonex了
mime	maim	3636	@-ai@-	哎
mimic	mimik	3637	@-ei@-ei@k-	nonexnonex磕
minaret	minəret	3638	@-@-a@rw-e@t-	啊软nonex
minatory	minətəri	3639	@-@-a@t-a@rw-ei	啊他锐
mince	mins	3640	@-@s-	嘶
mingle	miŋɡl	3641	@-ei@ng-@-@l-	nonexnonex了
miniature	minjətʃə	3642	@-@y-a@t-@sh-a	丫nonex霎
minimize	minimaiz	3643	@-@-ei@-ai@z-	nonex哎nonex
minion	minjən	3644	@-@y-en	因
minnow	minəu	3645	@-@-eu	nonex
mint	mint	3646	@-@t-	nonex
minuet	minju@et	3647	@-@y-u@-e@t-	豫鳄nonex
minuscule	mi@nʌskju:l	3648	@-@-a@s-@k-@y-u@l-	啊嘶磕豫了
minutes	mai@nju:t	3649	@-@y-u@t-	豫nonex
minutia	mai@nju:ʃiə	3650	@-@y-u@sh-ei	豫nonex
miracle	mirəkl	3651	@-ei@rw-a@k-@l-	nonex若磕了
mirage	mirɑ:ʒ	3652	@-ei@rw-a@r-	nonex若nonex
mire	maiə	3653	@-ai@-a	哎啊
mirth	mə:θ	3654	@-a@s-	啊嘶
misanthrope	misənθrəup	3655	@-ei@s-en@s-@rw-eu@p-	nonex森嘶nonex扑
mischievous	mistʃivəs	3656	@-ei@s-@t-@sh-ei@v-a@s-	nonex嘶nonexnonex戍嘶
miscreant	miskriənt	3657	@-ei@s-@k-@rw-@t-	nonex嘶磕入nonex
miser	maizə	3658	@-ai@z-a	哎伸
miserly	maizəli	3659	@-ai@z-a@l-ei	哎伸雷
misgiving	mis@ɡiviŋ	3660	@-ei@s-@-ei@v-ei@ng-	nonex嘶nonex危nonex
misinform	misin@fɔ:m	3661	@-ei@s-@f-eo@-	nonex嘶方
misnomer	mis@nəumə	3662	@-ei@s-eu@-a	nonex搜啊
misperceive	mispə@si:v	3663	@-ei@s-@p-a@s-ei@v-	nonex嘶趴nonexnonex
misrepresent	mis@repri@zent	3664	@-ei@s-@rw-e@p-@rw-ei@z-@t-	nonex嘶软扑锐nonexnonex
misrepresentation	mis@reprizen@teiʃən	3665	@-ei@s-@rw-e@p-@rw-ei@z-@t-ei@sh-en	nonex嘶软扑锐nonexnonex申
misshapen	mis@ʃeipən	3666	@-ei@s-@sh-ei@p-en	nonex嘶nonex喷
missile	misail	3667	@-ei@s-ai@l-	nonex腮了
mite	mait	3668	@-ai@t-	哎nonex
mitigate	mitiɡeit	3669	@-ei@t-ei@-ei@t-	nonexnonexnonexnonex
mitten	mitn	3670	@-ei@t-	nonexnonex
mnemonics	ni:@mɔniks	3671	@n-ei@-@-ei@k-@s-	馁nonex磕嘶
moan	məun	3672	@-	
moat	məut	3673	@-eu@t-	nonexnonex
mobile	məubail	3674	@-eu@b-ai@l-	nonex摆了
mobility	məu@biliti	3675	@-eu@b-ei@l-ei@t-ei	nonex杯雷nonex
mock	mɔk	3676	@-eo@k-	nonex磕
mode	məud	3677	@-eu@d-	nonex的
modest	mɔdist	3678	@-eo@d-ei@s-@t-	nonexnonex嘶nonex
modicum	mɔdikəm	3679	@-eo@d-ei@k-a@-	nonexnonex劾
modify	mɔdifai	3680	@-eo@d-ei@f-ai	nonexnonexnonex
modish	məudiʃ	3681	@-eu@d-ei@sh-	nonexnonex什
modulate	mɔdjuleit	3682	@-eo@d-@y-u@l-ei@t-	nonex的豫雷nonex
mogul	məuɡl	3683	@-eu@-@l-	nonex了
molar	məulə	3684	@-eu@l-a	nonex垃
mold	məuld	3685	@-eu@l-@d-	nonex了的
molding	məuldiŋ	3686	@-eu@l-@d-ei@ng-	nonex了nonexnonex
moldy	məuldi	3687	@-eu@l-@d-ei	nonex了nonex
molecule	mɔlikju:l	3688	@-eo@l-ei@k-@y-u@l-	nonex雷磕豫了
mollify	mɔlifai	3689	@-eo@l-ei@f-ai	nonex雷nonex
mollycoddle	mɔlikɔdl	3690	@-eo@l-ei@k-eo@d-@l-	nonex雷侃的了
molt	məult	3691	@-eu@l-@t-	nonex了nonex
molten	məultən	3692	@-eu@l-@t-en	nonex了疼
moment	məumənt	3693	@-eu@-en@t-	nonexnonexnonex
momentous	məu@mentəs	3694	@-eu@-@t-a@s-	nonex他嘶
momentum	məu@mentəm	3695	@-eu@-@t-a@-	nonex他
monarch	mɔnək	3696	@-@-a@k-	啊磕
monarchy	mɔnəki	3697	@-@-a@k-ei	啊nonex
monetary	mʌnitəri	3698	@-@-ei@t-a@rw-ei	nonex他锐
mongrel	mʌŋɡrəl	3699	@-a@ng-@-@rw-a@l-	啊nonex若了
monochromatic	mɔnəukrəu@mætik	3700	@-@-eu@k-@rw-eu@-e@t-ei@k-	nonex磕nonex鳄nonex磕
monochrome	mɔnəukrəum	3701	@-@-eu@k-@rw-eu@-	nonex磕nonex
monocle	mɔnɔkl	3702	@-@-eo@k-@l-	nonex磕了
monogamy	mɔ@nɔɡəmi	3703	@-@-eo@-a@-ei	nonex啊nonex
monolithic	mɔnə@liθik	3704	@-@-a@l-ei@s-ei@k-	啊雷nonex磕
monologue	mɔnəlɔɡ	3705	@-@-a@l-eo@-	啊郎
monomania	mɔnəu@meinjə	3706	@-@-eu@-@y-a	nonex丫
monopoly	mə@nɔpəli	3707	@-en@-eo@p-a@l-ei	nonexnonex趴雷
monotonous	mə@nɔtənəs	3708	@-en@-eo@t-en@-a@s-	nonexnonex疼啊嘶
monotony	mə@nɔtəni	3709	@-en@-eo@t-en@-ei	nonexnonex疼nonex
monsoon	mɔn@su:n	3710	@-@s-	嘶
montage	mɔn@tɑ:ʒ	3711	@-@t-a@r-	他nonex
monumental	mɔnju@mentl	3712	@-@y-u@-@t-@l-	豫nonex了
morale	mɔ@rɑ:l	3713	@-eo@rw-a@l-	nonex若了
moralistic	mɔrə@listik	3714	@-eo@rw-a@l-ei@s-@t-ei@k-	nonex若雷嘶nonex磕
moratorium	mɔrə@tɔ:riəm	3715	@-eo@rw-a@t-eo@rw-ei@-	nonex若汤锐
morbid	mɔ:bid	3716	@-eo@b-ei@d-	nonex杯的
mordant	mɔ:dənt	3717	@-eo@d-en@t-	nonex灯nonex
mores	mɔ:ri:z	3718	@-eo@rw-ei@z-	nonex锐nonex
moribund	mɔ(:)ribʌnd	3719	@-eo@-@-@-@rw-ei@b-@d-	nonex锐不的
morose	mə@rəus	3720	@-a@rw-eu@s-	啊nonex嘶
morsel	mɔ:səl	3721	@-eo@s-a@l-	nonex刹了
mortality	mɔ:@tæliti	3722	@-eo@t-e@l-ei@t-ei	nonex贪雷nonex
mortar	mɔ:tə	3723	@-eo@t-a	nonex他
mortgage	mɔ:ɡidʒ	3724	@-eo@-ei@d-@r-	nonexnonex的nonex
mortification	mɔ:tifi@keiʃən	3725	@-eo@t-ei@f-ei@k-ei@sh-en	nonexnonex飞nonex申
mortify	mɔ:tifai	3726	@-eo@t-ei@f-ai	nonexnonexnonex
mortuary	mɔ:tjuəri	3727	@-eo@t-@y-o@rw-ei	nonexnonex哟锐
mosaic	mɔ@zeiik	3728	@-eo@z-ei@-ei@k-	nonex贼nonex磕
mosque	mɔsk	3729	@-eo@s-@k-	nonex嘶磕
mosquito	məs@ki:təu	3730	@-a@s-@k-ei@t-eu	啊嘶nonex偷
mote	məut	3731	@-eu@t-	nonexnonex
motif	məu@ti:f	3732	@-eu@t-ei@f-	nonexnonex肤
motility	məu@tiliti	3733	@-eu@t-ei@l-ei@t-ei	nonexnonex雷nonex
motley	mɔtli	3734	@-eo@t-@l-ei	nonexnonex雷
mottled	mɔtld	3735	@-eo@t-@l-@d-	nonexnonex了的
motto	mɔtəu	3736	@-eo@t-eu	nonex偷
